year,quarter,month,dayofmonth,dayofweek,flightdate,reporting_airline,dot_id_reporting_airline,iata_code_reporting_airline,tail_number,flight_number_reporting_airline,originairportid,originairportseqid,origincitymarketid,origin,origincityname,originstate,originstatefips,originstatename,originwac,destairportid,destairportseqid,destcitymarketid,dest,destcityname,deststate,deststatefips,deststatename,destwac,crsdeptime,deptime,depdelay,depdelayminutes,depdel15,departuredelaygroups,deptimeblk,taxiout,wheelsoff,wheelson,taxiin,crsarrtime,arrtime,arrdelay,arrdelayminutes,arrdel15,arrivaldelaygroups,arrtimeblk,cancelled,cancellationcode,diverted,crselapsedtime,actualelapsedtime,airtime,flights,distance,distancegroup,carrierdelay,weatherdelay,nasdelay,securitydelay,lateaircraftdelay,firstdeptime,totaladdgtime,longestaddgtime,divairportlandings,divreacheddest,divactualelapsedtime,divarrdelay,divdistance,divairport
2013,1,1,21,1,2013-01-21,OO,20304,OO,N766SK,3276,10713,1071302,30713,BOI,"Boise, ID",ID,16,Idaho,83,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1210,1208,-2,0,0,-1,1200-1259,27,1235,1625,16,1651,1641,-10,0,0,-1,1600-1659,0,0,0,221,213,170,1,1437,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,17,4,2013-01-17,MQ,20398,MQ,N918MQ,3963,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,10693,1069302,30693,BNA,"Nashville, TN",TN,47,Tennessee,54,1230,1245,15,15,1,1,1200-1259,16,1301,1402,4,1355,1406,11,11,0,0,1300-1359,0,0,0,85,81,61,1,409,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,1,2,2013-01-01,UA,19977,UA,N537UA,478,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,1926,1923,-3,0,0,-1,1900-1959,12,1935,2209,3,2247,2212,-35,0,0,-2,2200-2259,0,0,0,141,109,94,1,867,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,28,1,2013-01-28,UA,19977,UA,N73270,1669,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,12264,1226402,30852,IAD,"Washington, DC",VA,51,Virginia,38,1108,1108,0,0,0,0,1100-1159,17,1125,1342,7,1358,1349,-9,0,0,-1,1300-1359,0,0,0,110,101,77,1,589,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,8,2,2013-01-08,WN,19393,WN,N215WN,536,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,10821,1082103,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,1320,1330,10,10,0,0,1300-1359,14,1344,1616,3,1605,1619,14,14,0,0,1600-1659,0,0,0,105,109,92,1,611,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,18,5,2013-01-18,EV,20366,EV,N17115,6075,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,10994,1099402,30994,CHS,"Charleston, SC",SC,45,South Carolina,37,1945,2032,47,47,1,3,1900-1959,17,2049,2328,7,2247,2335,48,48,1,3,2200-2259,0,0,0,122,123,99,1,760,4,45,0,1,0,2,0,0,0,0,0,0,0,0,0
2013,1,1,23,3,2013-01-23,WN,19393,WN,N296WN,444,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,12264,1226402,30852,IAD,"Washington, DC",VA,51,Virginia,38,805,804,-1,0,0,-1,0800-0859,9,813,1024,5,1045,1029,-16,0,0,-2,1000-1059,0,0,0,100,85,71,1,577,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,29,2,2013-01-29,MQ,20398,MQ,N660MQ,4290,10693,1069302,30693,BNA,"Nashville, TN",TN,47,Tennessee,54,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1115,1126,11,11,0,0,1100-1159,10,1136,1246,9,1255,1255,0,0,0,0,1200-1259,0,0,0,100,89,70,1,409,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,21,1,2013-01-21,EV,20366,EV,N11140,6034,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,11540,1154003,30615,ELP,"El Paso, TX",TX,48,Texas,74,2019,2028,9,9,0,0,2000-2059,14,2042,2229,5,2244,2234,-10,0,0,-1,2200-2259,0,0,0,205,186,167,1,1236,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,3,4,2013-01-03,MQ,20398,MQ,N653MQ,4080,11637,1163703,31637,FAR,"Fargo, ND",ND,38,North Dakota,66,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1155,1327,92,92,1,6,1100-1159,6,1333,1457,12,1345,1509,84,84,1,5,1300-1359,0,0,0,110,102,84,1,557,3,2,0,0,0,82,0,0,0,0,0,0,0,0,0
2013,1,1,3,4,2013-01-03,AA,19805,AA,N3CWAA,1651,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,14771,1477101,32457,SFO,"San Francisco, CA",CA,6,California,91,1850,1853,3,3,0,0,1800-1859,15,1908,2042,5,2130,2047,-43,0,0,-2,2100-2159,0,0,0,280,234,214,1,1846,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,29,2,2013-01-29,AA,19805,AA,N3AXAA,1651,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,14771,1477101,32457,SFO,"San Francisco, CA",CA,6,California,91,1850,2008,78,78,1,5,1800-1859,16,2024,2227,3,2130,2230,60,60,1,4,2100-2159,0,0,0,280,262,243,1,1846,8,46,0,0,0,14,0,0,0,0,0,0,0,0,0
2013,1,1,25,5,2013-01-25,WN,19393,WN,N936WN,3953,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,14307,1430702,30721,PVD,"Providence, RI",RI,44,Rhode Island,15,1320,1321,1,1,0,0,1300-1359,8,1329,1612,5,1630,1617,-13,0,0,-1,1600-1659,0,0,0,130,116,103,1,842,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,9,3,2013-01-09,EV,20366,EV,N11539,5841,11996,1199603,31871,GSP,"Greer, SC",SC,45,South Carolina,37,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1755,1745,-10,0,0,-1,1700-1759,7,1752,1828,10,1858,1838,-20,0,0,-2,1800-1859,0,0,0,123,113,96,1,578,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,6,7,2013-01-06,9E,20363,9E,N8672A,3649,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,11193,1119302,33105,CVG,"Cincinnati, OH",KY,21,Kentucky,52,1700,1651,-9,0,0,-1,1700-1759,18,1709,1856,7,1914,1903,-11,0,0,-1,1900-1959,0,0,0,74,72,47,1,265,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,5,6,2013-01-05,EV,20366,EV,N826AS,5757,14193,1419303,33728,PNS,"Pensacola, FL",FL,12,Florida,33,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1005,1012,7,7,0,0,1000-1059,6,1018,1209,7,1236,1216,-20,0,0,-2,1200-1259,0,0,0,151,124,111,1,794,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,5,6,2013-01-05,AA,19805,AA,N3CYAA,303,12953,1295302,31703,LGA,"New York, NY",NY,36,New York,22,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,630,639,9,9,0,0,0600-0659,11,650,750,7,810,757,-13,0,0,-1,0800-0859,0,0,0,160,138,120,1,733,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,11,5,2013-01-11,WN,19393,WN,N912WN,1972,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,2115,2117,2,2,0,0,2100-2159,8,2125,2303,5,2320,2308,-12,0,0,-1,2300-2359,0,0,0,65,51,38,1,228,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,29,2,2013-01-29,EV,20366,EV,N16112,6135,10994,1099402,30994,CHS,"Charleston, SC",SC,45,South Carolina,37,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,604,559,-5,0,0,-1,0600-0659,11,610,707,9,730,716,-14,0,0,-1,0700-0759,0,0,0,146,137,117,1,760,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,21,1,2013-01-21,AA,19805,AA,N565AA,154,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,1920,1929,9,9,0,0,1900-1959,9,1938,2245,4,2300,2249,-11,0,0,-1,2300-2359,0,0,0,160,140,127,1,1005,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,25,5,2013-01-25,OO,20304,OO,N928SW,6395,12197,1219702,31703,HPN,"White Plains, NY",NY,36,New York,22,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1700,1722,22,22,1,1,1700-1759,8,1730,1833,18,1835,1851,16,16,1,1,1800-1859,0,0,0,155,149,123,1,738,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0
2013,1,1,15,2,2013-01-15,EV,20366,EV,N14570,5816,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,11996,1199603,31871,GSP,"Greer, SC",SC,45,South Carolina,37,1447,1436,-11,0,0,-1,1400-1459,10,1446,1719,3,1730,1722,-8,0,0,-1,1700-1759,0,0,0,103,106,93,1,578,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,25,5,2013-01-25,WN,19393,WN,N270WN,3143,13871,1387102,33316,OMA,"Omaha, NE",NE,31,Nebraska,65,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,745,741,-4,0,0,-1,0700-0759,18,759,902,6,915,908,-7,0,0,-1,0900-0959,0,0,0,90,87,63,1,423,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,17,4,2013-01-17,F9,20436,F9,N948FR,445,14512,1451202,34512,RFD,"Rockford, IL",IL,17,Illinois,41,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,610,635,25,25,1,1,0600-0659,9,644,746,7,731,753,22,22,1,1,0700-0759,0,0,0,141,138,122,1,828,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,24,4,2013-01-24,MQ,20398,MQ,N828MQ,4391,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,11423,1142303,31423,DSM,"Des Moines, IA",IA,19,Iowa,61,1135,1142,7,7,0,0,1100-1159,11,1153,1243,2,1245,1245,0,0,0,0,1200-1259,0,0,0,70,63,50,1,299,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,12,6,2013-01-12,WN,19393,WN,N7704B,708,14771,1477101,32457,SFO,"San Francisco, CA",CA,6,California,91,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,1200,1205,5,5,0,0,1200-1259,10,1215,1754,11,1805,1805,0,0,0,0,1800-1859,0,0,0,245,240,219,1,1855,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,18,5,2013-01-18,WN,19393,WN,N914WN,2081,14492,1449202,34492,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,36,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,655,654,-1,0,0,-1,0600-0659,8,702,747,4,805,751,-14,0,0,-1,0800-0859,0,0,0,130,117,105,1,632,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,22,2,2013-01-22,MQ,20398,MQ,N633MQ,4316,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,1435,1430,-5,0,0,-1,1400-1459,12,1442,1611,3,1630,1614,-16,0,0,-2,1600-1659,0,0,0,115,104,89,1,585,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,24,4,2013-01-24,OO,20304,OO,N730SK,6360,13871,1387102,33316,OMA,"Omaha, NE",NE,31,Nebraska,65,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,726,718,-8,0,0,-1,0700-0759,13,731,836,17,900,853,-7,0,0,-1,0900-0959,0,0,0,94,95,65,1,416,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,9,3,2013-01-09,MQ,20398,MQ,N661MQ,3908,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,10693,1069302,30693,BNA,"Nashville, TN",TN,47,Tennessee,54,2025,2032,7,7,0,0,2000-2059,12,2044,2149,4,2150,2153,3,3,0,0,2100-2159,0,0,0,85,81,65,1,409,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,20,7,2013-01-20,AA,19805,AA,N4WSAA,313,12953,1295302,31703,LGA,"New York, NY",NY,36,New York,22,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,830,824,-6,0,0,-1,0800-0859,15,839,947,7,1015,954,-21,0,0,-2,1000-1059,0,0,0,165,150,128,1,733,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,9,3,2013-01-09,9E,20363,9E,N904XJ,3309,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,905,859,-6,0,0,-1,0900-0959,22,921,1011,8,1039,1019,-20,0,0,-2,1000-1059,0,0,0,94,80,50,1,334,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,12,6,2013-01-12,WN,19393,WN,N916WN,1681,11618,1161802,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,605,604,-1,0,0,-1,0600-0659,12,616,711,4,745,715,-30,0,0,-2,0700-0759,0,0,0,160,131,115,1,711,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,12,6,2013-01-12,WN,19393,WN,N353SW,640,11618,1161802,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,1225,0,0,0,0,0,1200-1259,0,0,0,0,1355,0,0,0,0,0,1300-1359,1,0,0,150,0,0,1,711,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,29,2,2013-01-29,EV,20366,EV,N11176,5911,14108,1410803,34108,PIA,"Peoria, IL",IL,17,Illinois,41,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1419,1440,21,21,1,1,1400-1459,52,1532,1619,13,1513,1632,79,79,1,5,1500-1559,0,0,0,54,112,47,1,130,1,21,0,58,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,16,3,2013-01-16,AA,19805,AA,N4XWAA,2374,11298,1129803,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1915,1916,1,1,0,0,1900-1959,11,1927,2128,7,2125,2135,10,10,0,0,2100-2159,0,0,0,130,139,121,1,802,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,22,2,2013-01-22,EV,20366,EV,N16911,5911,14108,1410803,34108,PIA,"Peoria, IL",IL,17,Illinois,41,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1419,1406,-13,0,0,-1,1400-1459,8,1414,1442,7,1513,1449,-24,0,0,-2,1500-1559,0,0,0,54,43,28,1,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,2,3,2013-01-02,EV,20366,EV,N15983,6172,10868,1086803,30868,CAE,"Columbia, SC",SC,45,South Carolina,37,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1717,1816,59,59,1,3,1700-1759,14,1830,1911,7,1826,1918,52,52,1,3,1800-1859,0,0,0,129,122,101,1,667,3,0,0,0,0,52,0,0,0,0,0,0,0,0,0
2013,1,1,16,3,2013-01-16,EV,20366,EV,N13958,3829,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,11042,1104202,30647,CLE,"Cleveland, OH",OH,39,Ohio,44,1100,1059,-1,0,0,-1,1100-1159,9,1108,1255,4,1318,1259,-19,0,0,-2,1300-1359,0,0,0,78,60,47,1,315,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,25,5,2013-01-25,EV,20366,EV,N877AS,5717,13931,1393102,33667,ORF,"Norfolk, VA",VA,51,Virginia,38,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1344,1413,29,29,1,1,1300-1359,8,1421,1532,8,1502,1540,38,38,1,2,1500-1559,0,0,0,138,147,131,1,717,3,11,0,9,0,18,0,0,0,0,0,0,0,0,0
2013,1,1,20,7,2013-01-20,UA,19977,UA,N578UA,623,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6,California,91,1850,1904,14,14,0,0,1800-1859,10,1914,2107,11,2115,2118,3,3,0,0,2100-2159,0,0,0,265,254,233,1,1745,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,17,4,2013-01-17,WN,19393,WN,N757LV,2673,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,11066,1106602,31066,CMH,"Columbus, OH",OH,39,Ohio,44,1320,1328,8,8,0,0,1300-1359,11,1339,1525,3,1525,1528,3,3,0,0,1500-1559,0,0,0,65,60,46,1,283,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,21,1,2013-01-21,OO,20304,OO,N936SW,6236,12197,1219702,31703,HPN,"White Plains, NY",NY,36,New York,22,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1430,1524,54,54,1,3,1400-1459,17,1541,1646,8,1602,1654,52,52,1,3,1600-1659,0,0,0,152,150,125,1,738,3,0,0,0,0,52,0,0,0,0,0,0,0,0,0
2013,1,1,1,2,2013-01-01,OO,20304,OO,N945SW,5419,13342,1334205,33342,MKE,"Milwaukee, WI",WI,55,Wisconsin,45,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1429,1429,0,0,0,0,1400-1459,12,1441,1501,9,1518,1510,-8,0,0,-1,1500-1559,0,0,0,49,41,20,1,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,23,3,2013-01-23,UA,19977,UA,N422UA,215,14771,1477101,32457,SFO,"San Francisco, CA",CA,6,California,91,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1819,1811,-8,0,0,-1,1800-1859,16,1827,2344,9,25,2353,-32,0,0,-2,0001-0559,0,0,0,246,222,197,1,1846,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,15,2,2013-01-15,UA,19977,UA,N826UA,284,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,1340,1339,-1,0,0,-1,1300-1359,13,1352,1451,4,1510,1455,-15,0,0,-1,1500-1559,0,0,0,90,76,59,1,334,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,4,5,2013-01-04,UA,19977,UA,N57863,1102,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6,California,91,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,600,611,11,11,0,0,0600-0659,14,625,1212,19,1201,1231,30,30,1,2,1200-1259,0,0,0,241,260,227,1,1745,7,11,0,19,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,30,3,2013-01-30,UA,19977,UA,N830UA,689,12953,1295302,31703,LGA,"New York, NY",NY,36,New York,22,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1700,1913,133,133,1,8,1700-1759,16,1929,2031,6,1839,2037,118,118,1,7,1800-1859,0,0,0,159,144,122,1,733,3,0,0,33,0,85,0,0,0,0,0,0,0,0,0
2013,1,1,25,5,2013-01-25,UA,19977,UA,N832UA,620,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,11278,1127802,30852,DCA,"Washington, DC",VA,51,Virginia,38,1605,1614,9,9,0,0,1600-1659,30,1644,1907,46,1858,1953,55,55,1,3,1800-1859,0,0,0,113,159,83,1,612,3,0,0,55,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,1,2,2013-01-01,DL,19790,DL,N324NB,1493,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1530,1550,20,20,1,1,1500-1559,16,1606,1554,15,1559,1609,10,10,0,0,1500-1559,0,0,0,89,79,48,1,235,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,3,4,2013-01-03,OO,20304,OO,N692CA,4616,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1110,1112,2,2,0,0,1100-1159,21,1133,1531,13,1525,1544,19,19,1,1,1500-1559,0,0,0,195,212,178,1,1250,6,0,0,17,0,2,0,0,0,0,0,0,0,0,0
2013,1,1,7,1,2013-01-07,OO,20304,OO,N770SK,5548,14683,1468303,33214,SAT,"San Antonio, TX",TX,48,Texas,74,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1727,1726,-1,0,0,-1,1700-1759,14,1740,1945,6,2005,1951,-14,0,0,-1,2000-2059,0,0,0,158,145,125,1,1042,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,9,3,2013-01-09,WN,19393,WN,N778SW,202,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6,California,91,630,627,-3,0,0,-1,0600-0659,7,634,838,8,900,846,-14,0,0,-1,0900-0959,0,0,0,270,259,244,1,1750,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,31,4,2013-01-31,UA,19977,UA,N79521,1741,14771,1477101,32457,SFO,"San Francisco, CA",CA,6,California,91,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,2238,2246,8,8,0,0,2200-2259,17,2303,439,7,446,446,0,0,0,0,0001-0559,0,0,0,248,240,216,1,1846,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,24,4,2013-01-24,MQ,20398,MQ,N902MQ,3983,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,11193,1119302,33105,CVG,"Cincinnati, OH",KY,21,Kentucky,52,2040,2046,6,6,0,0,2000-2059,10,2056,2236,8,2250,2244,-6,0,0,-1,2200-2259,0,0,0,70,58,40,1,265,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,19,6,2013-01-19,WN,19393,WN,N463WN,867,14570,1457002,34570,RNO,"Reno, NV",NV,32,Nevada,85,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,1250,1251,1,1,0,0,1200-1259,8,1259,1823,5,1830,1828,-2,0,0,-1,1800-1859,0,0,0,220,217,204,1,1680,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,13,7,2013-01-13,WN,19393,WN,N920WN,508,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,910,910,0,0,0,0,0900-0959,10,920,1122,3,1120,1125,5,5,0,0,1100-1159,0,0,0,130,135,122,1,691,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,24,4,2013-01-24,AA,19805,AA,N3DFAA,1140,14747,1474703,30559,SEA,"Seattle, WA",WA,53,Washington,93,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1155,1209,14,14,0,0,1100-1159,22,1231,1741,8,1800,1749,-11,0,0,-1,1800-1859,0,0,0,245,220,190,1,1721,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,14,1,2013-01-14,UA,19977,UA,N580UA,533,14771,1477101,32457,SFO,"San Francisco, CA",CA,6,California,91,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1704,1656,-8,0,0,-1,1700-1759,14,1710,2256,6,2306,2302,-4,0,0,-1,2300-2359,0,0,0,242,246,226,1,1846,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,15,2,2013-01-15,MQ,20398,MQ,N527MQ,3776,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,1035,1031,-4,0,0,-1,1000-1059,11,1042,1142,3,1155,1145,-10,0,0,-1,1100-1159,0,0,0,80,74,60,1,334,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,10,4,2013-01-10,FL,20437,FL,N959AT,36,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,1025,1020,-5,0,0,-1,1000-1059,18,1038,1101,5,1128,1106,-22,0,0,-2,1100-1159,0,0,0,123,106,83,1,591,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,8,2,2013-01-08,EV,20366,EV,N16178,4190,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1345,1340,-5,0,0,-1,1300-1359,13,1353,1444,6,1511,1450,-21,0,0,-2,1500-1559,0,0,0,86,70,51,1,334,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,7,1,2013-01-07,EV,20366,EV,N13997,3810,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,11042,1104202,30647,CLE,"Cleveland, OH",OH,39,Ohio,44,1915,1917,2,2,0,0,1900-1959,14,1931,2116,6,2125,2122,-3,0,0,-1,2100-2159,0,0,0,70,65,45,1,315,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,25,5,2013-01-25,MQ,20398,MQ,N623MQ,4363,14122,1412202,30198,PIT,"Pittsburgh, PA",PA,42,Pennsylvania,23,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,600,555,-5,0,0,-1,0600-0659,16,611,636,9,645,645,0,0,0,0,0600-0659,0,0,0,105,110,85,1,413,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,13,7,2013-01-13,WN,19393,WN,N7740A,485,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,1210,1212,2,2,0,0,1200-1259,9,1221,1601,8,1635,1609,-26,0,0,-2,1600-1659,0,0,0,205,177,160,1,1444,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,15,2,2013-01-15,WN,19393,WN,N265WN,1078,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,11618,1161802,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,1005,1005,0,0,0,0,1000-1059,6,1011,1237,7,1300,1244,-16,0,0,-2,1300-1359,0,0,0,115,99,86,1,711,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
