year,quarter,month,dayofmonth,dayofweek,flightdate,reporting_airline,dot_id_reporting_airline,iata_code_reporting_airline,tail_number,flight_number_reporting_airline,originairportid,originairportseqid,origincitymarketid,origin,origincityname,originstate,originstatefips,originstatename,originwac,destairportid,destairportseqid,destcitymarketid,dest,destcityname,deststate,deststatefips,deststatename,destwac,crsdeptime,deptime,depdelay,depdelayminutes,depdel15,departuredelaygroups,deptimeblk,taxiout,wheelsoff,wheelson,taxiin,crsarrtime,arrtime,arrdelay,arrdelayminutes,arrdel15,arrivaldelaygroups,arrtimeblk,cancelled,cancellationcode,diverted,crselapsedtime,actualelapsedtime,airtime,flights,distance,distancegroup,carrierdelay,weatherdelay,nasdelay,securitydelay,lateaircraftdelay,firstdeptime,totaladdgtime,longestaddgtime,divairportlandings,divreacheddest,divactualelapsedtime,divarrdelay,divdistance,divairport
2013,1,1,6,7,2013-01-06,US,20355,US,N174US,1624,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,2025,2024,-1,0,0,-1,2000-2059,11,2035,2111,12,2126,2123,-3,0,0,-1,2100-2159,0,0,0,121,119,96,1,599,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,3,4,2013-01-03,WN,19393,WN,N710SW,1039,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,13871,1387102,33316,OMA,"Omaha, NE",NE,31,Nebraska,65,2035,2031,-4,0,0,-1,2000-2059,6,2037,2135,4,2205,2139,-26,0,0,-2,2200-2259,0,0,0,90,68,58,1,423,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,13,7,2013-01-13,OO,20304,OO,N756SK,5564,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,10372,1037203,30372,ASE,"Aspen, CO",CO,8,Colorado,82,1820,1819,-1,0,0,-1,1800-1859,20,1839,2008,4,2009,2012,3,3,0,0,2000-2059,0,0,0,169,173,149,1,1013,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,13,7,2013-01-13,WN,19393,WN,N768SW,1485,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,1225,1221,-4,0,0,-1,1200-1259,10,1231,1341,12,1410,1353,-17,0,0,-2,1400-1459,0,0,0,165,152,130,1,990,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,27,7,2013-01-27,WN,19393,WN,N788SA,2610,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6,California,91,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,1135,1143,8,8,0,0,1100-1159,5,1148,1729,8,1740,1737,-3,0,0,-1,1700-1759,0,0,0,245,234,221,1,1750,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,2,3,2013-01-02,UA,19977,UA,N806UA,354,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,12889,1288903,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85,817,811,-6,0,0,-1,0800-0859,9,820,940,5,1020,945,-35,0,0,-2,1000-1059,0,0,0,243,214,200,1,1514,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,29,2,2013-01-29,UA,19977,UA,N432UA,382,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,740,736,-4,0,0,-1,0700-0759,11,747,1133,2,1156,1135,-21,0,0,-2,1100-1159,0,0,0,196,179,166,1,1440,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,23,3,2013-01-23,MQ,20398,MQ,N661MQ,4215,10693,1069302,30693,BNA,"Nashville, TN",TN,47,Tennessee,54,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1425,1417,-8,0,0,-1,1400-1459,10,1427,1552,12,1605,1604,-1,0,0,-1,1600-1659,0,0,0,100,107,85,1,409,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,21,1,2013-01-21,EV,20366,EV,N15910,5820,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,13485,1348502,33485,MSN,"Madison, WI",WI,55,Wisconsin,45,1200,1202,2,2,0,0,1200-1259,29,1231,1300,2,1249,1302,13,13,0,0,1200-1259,0,0,0,49,60,29,1,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,10,4,2013-01-10,MQ,20398,MQ,N525MQ,3865,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,1220,1232,12,12,0,0,1200-1259,15,1247,1519,7,1510,1526,16,16,1,1,1500-1559,0,0,0,110,114,92,1,606,3,12,0,4,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,20,7,2013-01-20,EV,20366,EV,N16976,5820,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,13485,1348502,33485,MSN,"Madison, WI",WI,55,Wisconsin,45,1200,1223,23,23,1,1,1200-1259,11,1234,1300,3,1249,1303,14,14,0,0,1200-1259,0,0,0,49,40,26,1,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,9,3,2013-01-09,MQ,20398,MQ,N842MQ,3938,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,10990,1099002,30990,CHO,"Charlottesville, VA",VA,51,Virginia,38,1335,1328,-7,0,0,-1,1300-1359,16,1344,1555,1,1615,1556,-19,0,0,-2,1600-1659,0,0,0,100,88,71,1,567,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,6,7,2013-01-06,MQ,20398,MQ,N507MQ,3788,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,14100,1410002,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,1030,1106,36,36,1,2,1000-1059,9,1115,1339,3,1320,1342,22,22,1,1,1300-1359,0,0,0,110,96,84,1,678,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,30,3,2013-01-30,WN,19393,WN,N7704B,2344,12191,1219102,31453,HOU,"Houston, TX",TX,48,Texas,74,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,1540,1547,7,7,0,0,1500-1559,13,1600,1756,4,1805,1800,-5,0,0,-1,1800-1859,0,0,0,145,133,116,1,937,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,18,5,2013-01-18,AA,19805,AA,N4XBAA,2224,12889,1288903,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,905,900,-5,0,0,-1,0900-0959,12,912,1437,6,1440,1443,3,3,0,0,1400-1459,0,0,0,215,223,205,1,1514,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,24,4,2013-01-24,UA,19977,UA,N563UA,630,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,1403,1358,-5,0,0,-1,1400-1459,15,1413,1713,5,1738,1718,-20,0,0,-2,1700-1759,0,0,0,155,140,120,1,1005,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,9,3,2013-01-09,EV,20366,EV,N11119,6144,10135,1013503,30135,ABE,"Allentown/Bethlehem/Easton, PA",PA,42,Pennsylvania,23,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1810,1800,-10,0,0,-1,1800-1859,8,1808,1856,5,1925,1901,-24,0,0,-2,1900-1959,0,0,0,135,121,108,1,654,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,22,2,2013-01-22,AA,19805,AA,N3CRAA,1125,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,14908,1490803,32575,SNA,"Santa Ana, CA",CA,6,California,91,820,836,16,16,1,1,0800-0859,16,852,1047,7,1045,1054,9,9,0,0,1000-1059,0,0,0,265,258,235,1,1726,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,2,3,2013-01-02,YV,20378,YV,N506MJ,3743,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,15096,1509602,35096,SYR,"Syracuse, NY",NY,36,New York,22,1357,1357,0,0,0,0,1300-1359,20,1417,1630,5,1640,1635,-5,0,0,-1,1600-1659,0,0,0,103,98,73,1,607,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,21,1,2013-01-21,OO,20304,OO,N924SW,5361,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,11823,1182304,31823,FWA,"Fort Wayne, IN",IN,18,Indiana,42,643,641,-2,0,0,-1,0600-0659,9,650,831,4,837,835,-2,0,0,-1,0800-0859,0,0,0,54,54,41,1,157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,28,1,2013-01-28,US,20355,US,N620AW,5,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1320,1319,-1,0,0,-1,1300-1359,17,1336,1711,6,1739,1717,-22,0,0,-2,1700-1759,0,0,0,199,178,155,1,1440,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,21,1,2013-01-21,AA,19805,AA,N3DFAA,1125,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,14908,1490803,32575,SNA,"Santa Ana, CA",CA,6,California,91,820,817,-3,0,0,-1,0800-0859,12,829,1022,6,1045,1028,-17,0,0,-2,1000-1059,0,0,0,265,251,233,1,1726,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,29,2,2013-01-29,MQ,20398,MQ,N627MQ,4292,14576,1457604,34576,ROC,"Rochester, NY",NY,36,New York,22,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1715,1840,85,85,1,5,1700-1759,12,1852,1933,14,1830,1947,77,77,1,5,1800-1859,0,0,0,135,127,101,1,528,3,0,0,66,0,11,0,0,0,0,0,0,0,0,0
2013,1,1,28,1,2013-01-28,EV,20366,EV,N13133,4193,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,11109,1110902,30189,COS,"Colorado Springs, CO",CO,8,Colorado,82,1200,1159,-1,0,0,-1,1200-1259,15,1214,1342,8,1344,1350,6,6,0,0,1300-1359,0,0,0,164,171,148,1,911,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,26,6,2013-01-26,UA,19977,UA,N484UA,433,11618,1161802,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1830,1829,-1,0,0,-1,1800-1859,20,1849,1948,9,2010,1957,-13,0,0,-1,2000-2059,0,0,0,160,148,119,1,719,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,24,4,2013-01-24,YV,20378,YV,N504MJ,3756,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,1929,1928,-1,0,0,-1,1900-1959,14,1942,2129,3,2153,2132,-21,0,0,-2,2100-2159,0,0,0,84,64,47,1,235,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,20,7,2013-01-20,EV,20366,EV,N877AS,5728,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,10994,1099402,30994,CHS,"Charleston, SC",SC,45,South Carolina,37,1316,1306,-10,0,0,-1,1300-1359,17,1323,1610,3,1623,1613,-10,0,0,-1,1600-1659,0,0,0,127,127,107,1,760,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,4,5,2013-01-04,WN,19393,WN,N246LV,30,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,810,809,-1,0,0,-1,0800-0859,10,819,1045,7,1105,1052,-13,0,0,-1,1100-1159,0,0,0,115,103,86,1,591,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,23,3,2013-01-23,MQ,20398,MQ,N834MQ,4188,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,10268,1026802,30268,ALO,"Waterloo, IA",IA,19,Iowa,61,1500,1534,34,34,1,2,1500-1559,66,1640,1726,5,1605,1731,86,86,1,5,1600-1659,0,0,0,65,117,46,1,234,1,0,34,52,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,6,7,2013-01-06,YV,20378,YV,N512MJ,3770,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,10257,1025702,30257,ALB,"Albany, NY",NY,36,New York,22,1924,1918,-6,0,0,-1,1900-1959,12,1930,2159,3,2219,2202,-17,0,0,-2,2200-2259,0,0,0,115,104,89,1,723,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,31,4,2013-01-31,EV,20366,EV,N15973,6151,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,14696,1469605,34696,SBN,"South Bend, IN",IN,18,Indiana,42,1750,0,0,0,0,0,1700-1759,0,0,0,0,1933,0,0,0,0,0,1900-1959,1,0,0,43,0,0,1,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,8,2,2013-01-08,AA,19805,AA,N4WTAA,1697,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1130,1131,1,1,0,0,1100-1159,13,1144,1309,5,1325,1314,-11,0,0,-1,1300-1359,0,0,0,175,163,145,1,1005,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,19,6,2013-01-19,EV,20366,EV,N12569,6093,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,11146,1114603,31146,CRW,"Charleston/Dunbar, WV",WV,54,West Virginia,39,1622,1614,-8,0,0,-1,1600-1659,14,1628,1828,2,1846,1830,-16,0,0,-2,1800-1859,0,0,0,84,76,60,1,417,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,29,2,2013-01-29,UA,19977,UA,N39450,1687,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,14122,1412202,30198,PIT,"Pittsburgh, PA",PA,42,Pennsylvania,23,701,709,8,8,0,0,0700-0759,23,732,929,6,925,935,10,10,0,0,0900-0959,0,0,0,84,86,57,1,413,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,18,5,2013-01-18,MQ,20398,MQ,N520MQ,3842,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1325,0,0,0,0,0,1300-1359,0,0,0,0,1425,0,0,0,0,0,1400-1459,1,0,0,120,0,0,1,606,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,27,7,2013-01-27,EV,20366,EV,N11113,4235,10599,1059904,30599,BHM,"Birmingham, AL",AL,1,Alabama,51,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1708,1833,85,85,1,5,1700-1759,13,1846,2028,105,1917,2213,176,176,1,11,1900-1959,0,0,0,129,220,102,1,584,3,0,0,176,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,24,4,2013-01-24,OO,20304,OO,N707SK,6465,13485,1348502,33485,MSN,"Madison, WI",WI,55,Wisconsin,45,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,545,538,-7,0,0,-1,0001-0559,26,604,630,8,641,638,-3,0,0,-1,0600-0659,0,0,0,56,60,26,1,108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,9,3,2013-01-09,F9,20436,F9,N802FR,533,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,1225,1225,0,0,0,0,1200-1259,11,1236,1400,7,1402,1407,5,5,0,0,1400-1459,0,0,0,157,162,144,1,895,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,5,6,2013-01-05,UA,19977,UA,N475UA,884,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1409,1425,16,16,1,1,1400-1459,10,1435,1834,21,1830,1855,25,25,1,1,1800-1859,0,0,0,201,210,179,1,1440,6,16,0,9,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,17,4,2013-01-17,US,20355,US,N123UW,799,14100,1410002,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1754,1936,102,102,1,6,1700-1759,13,1949,2049,6,1917,2055,98,98,1,6,1900-1959,0,0,0,143,139,120,1,678,3,61,0,0,0,37,0,0,0,0,0,0,0,0,0
2013,1,1,2,3,2013-01-02,EV,20366,EV,N12163,5925,11775,1177502,31775,FSD,"Sioux Falls, SD",SD,46,South Dakota,67,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1248,1244,-4,0,0,-1,1200-1259,8,1252,1358,25,1425,1423,-2,0,0,-1,1400-1459,0,0,0,97,99,66,1,462,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,23,3,2013-01-23,AA,19805,AA,N4YPAA,378,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,12953,1295302,31703,LGA,"New York, NY",NY,36,New York,22,1110,1118,8,8,0,0,1100-1159,14,1132,1408,3,1415,1411,-4,0,0,-1,1400-1459,0,0,0,125,113,96,1,733,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,1,2,2013-01-01,MQ,20398,MQ,N639MQ,4080,11637,1163703,31637,FAR,"Fargo, ND",ND,38,North Dakota,66,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1155,1221,26,26,1,1,1100-1159,13,1234,1353,17,1345,1410,25,25,1,1,1300-1359,0,0,0,110,109,79,1,557,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0
2013,1,1,20,7,2013-01-20,FL,20437,FL,N981AT,696,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,2105,2100,-5,0,0,-1,2100-2159,17,2117,2145,7,2205,2152,-13,0,0,-1,2200-2259,0,0,0,120,112,88,1,591,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,1,2,2013-01-01,AA,19805,AA,N3CVAA,1323,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,830,827,-3,0,0,-1,0800-0859,18,845,1031,13,1025,1044,19,19,1,1,1000-1059,0,0,0,175,197,166,1,867,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,26,6,2013-01-26,EV,20366,EV,N15983,5844,14685,1468502,34685,SAV,"Savannah, GA",GA,13,Georgia,34,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,727,725,-2,0,0,-1,0700-0759,14,739,846,21,855,907,12,12,0,0,0800-0859,0,0,0,148,162,127,1,773,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,31,4,2013-01-31,UA,19977,UA,N39415,1450,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,1704,1711,7,7,0,0,1700-1759,12,1723,2010,7,2019,2017,-2,0,0,-1,2000-2059,0,0,0,135,126,107,1,867,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,8,2,2013-01-08,MQ,20398,MQ,N834MQ,4370,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,11612,1161203,31612,EVV,"Evansville, IN",IN,18,Indiana,42,1635,1629,-6,0,0,-1,1600-1659,18,1647,1732,9,1740,1741,1,1,0,0,1700-1759,0,0,0,65,72,45,1,273,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,30,3,2013-01-30,AA,19805,AA,N3HNAA,362,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,12953,1295302,31703,LGA,"New York, NY",NY,36,New York,22,1530,1536,6,6,0,0,1500-1559,16,1552,1832,4,1835,1836,1,1,0,0,1800-1859,0,0,0,125,120,100,1,733,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,20,7,2013-01-20,MQ,20398,MQ,N909MQ,4269,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,10469,1046902,30469,AZO,"Kalamazoo, MI",MI,26,Michigan,43,2100,2057,-3,0,0,-1,2100-2159,11,2108,2232,2,2245,2234,-11,0,0,-1,2200-2259,0,0,0,45,37,24,1,122,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,2,3,2013-01-02,MQ,20398,MQ,N614MQ,4326,11042,1104202,30647,CLE,"Cleveland, OH",OH,39,Ohio,44,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,800,754,-6,0,0,-1,0800-0859,34,828,826,5,850,831,-19,0,0,-2,0800-0859,0,0,0,110,97,58,1,315,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,21,1,2013-01-21,EV,20366,EV,N14171,5979,11775,1177502,31775,FSD,"Sioux Falls, SD",SD,46,South Dakota,67,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,600,631,31,31,1,2,0600-0659,17,648,803,14,738,817,39,39,1,2,0700-0759,0,0,0,98,106,75,1,462,2,0,31,8,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,8,2,2013-01-08,UA,19977,UA,N37263,1102,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,11618,1161802,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,1500,1503,3,3,0,0,1500-1559,21,1524,1756,11,1811,1807,-4,0,0,-1,1800-1859,0,0,0,131,124,92,1,719,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,10,4,2013-01-10,MQ,20398,MQ,N837MQ,3955,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,11003,1100303,31003,CID,"Cedar Rapids/Iowa City, IA",IA,19,Iowa,61,700,655,-5,0,0,-1,0700-0759,13,708,743,3,800,746,-14,0,0,-1,0800-0859,0,0,0,60,51,35,1,196,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,18,5,2013-01-18,UA,19977,UA,N497UA,261,14576,1457604,34576,ROC,"Rochester, NY",NY,36,New York,22,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,748,752,4,4,0,0,0700-0759,39,831,902,3,846,905,19,19,1,1,0800-0859,0,0,0,118,133,91,1,528,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,5,6,2013-01-05,AA,19805,AA,N3CVAA,615,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,14908,1490803,32575,SNA,"Santa Ana, CA",CA,6,California,91,1355,1359,4,4,0,0,1300-1359,15,1414,1603,14,1615,1617,2,2,0,0,1600-1659,0,0,0,260,258,229,1,1726,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,2,3,2013-01-02,WN,19393,WN,N499WN,431,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,13198,1319801,33198,MCI,"Kansas City, MO",MO,29,Missouri,64,1805,1808,3,3,0,0,1800-1859,7,1815,1925,5,1930,1930,0,0,0,0,1900-1959,0,0,0,85,82,70,1,405,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,20,7,2013-01-20,MQ,20398,MQ,N641MQ,4011,12451,1245102,31136,JAX,"Jacksonville, FL",FL,12,Florida,33,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1225,1211,-14,0,0,-1,1200-1259,10,1221,1334,5,1405,1339,-26,0,0,-2,1400-1459,0,0,0,160,148,133,1,864,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,29,2,2013-01-29,WN,19393,WN,N229WN,1158,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,1320,1318,-2,0,0,-1,1300-1359,36,1354,1633,7,1630,1640,10,10,0,0,1600-1659,0,0,0,130,142,99,1,861,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,28,1,2013-01-28,WN,19393,WN,N902WN,216,11618,1161802,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,1730,1842,72,72,1,4,1700-1759,17,1859,1958,4,1855,2002,67,67,1,4,1800-1859,0,0,0,145,140,119,1,711,3,0,0,0,0,67,0,0,0,0,0,0,0,0,0
2013,1,1,27,7,2013-01-27,WN,19393,WN,N8322X,1803,13198,1319801,33198,MCI,"Kansas City, MO",MO,29,Missouri,64,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,730,727,-3,0,0,-1,0700-0759,9,736,835,11,855,846,-9,0,0,-1,0800-0859,0,0,0,85,79,59,1,405,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,11,5,2013-01-11,MQ,20398,MQ,N696MQ,4270,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,15919,1591902,31834,XNA,"Fayetteville, AR",AR,5,Arkansas,71,1230,1352,82,82,1,5,1200-1259,13,1405,1526,4,1415,1530,75,75,1,5,1400-1459,0,0,0,105,98,81,1,522,3,5,0,0,0,70,0,0,0,0,0,0,0,0,0
2013,1,1,30,3,2013-01-30,MQ,20398,MQ,N511MQ,3788,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,14100,1410002,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,1030,1122,52,52,1,3,1000-1059,33,1155,1441,3,1320,1444,84,84,1,5,1300-1359,0,0,0,110,142,106,1,678,3,0,0,71,0,13,0,0,0,0,0,0,0,0,0
2013,1,1,27,7,2013-01-27,UA,19977,UA,N81449,1521,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1619,1642,23,23,1,1,1600-1659,16,1658,1832,85,1818,1957,99,99,1,6,1800-1859,0,0,0,179,255,154,1,1005,5,0,0,90,0,9,0,0,0,0,0,0,0,0,0
2013,1,1,9,3,2013-01-09,US,20355,US,N102UW,1167,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,14100,1410002,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,1155,1142,-13,0,0,-1,1100-1159,9,1151,1416,7,1449,1423,-26,0,0,-2,1400-1459,0,0,0,114,101,85,1,678,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,17,4,2013-01-17,MQ,20398,MQ,N693MQ,4185,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,10821,1082103,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,910,911,1,1,0,0,0900-0959,14,925,1148,4,1205,1152,-13,0,0,-1,1200-1259,0,0,0,115,101,83,1,622,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
