,flightdate,dayofweek,weather
5925,2013-01-19,6,Cloudy
5926,2013-01-11,5,Patchy rain possible
5927,2013-01-12,6,Cloudy
5928,2013-01-10,4,Sunny
5929,2013-01-07,1,Sunny
5930,2013-01-05,6,Partly cloudy
5931,2013-01-14,1,Sunny
5932,2013-01-07,1,Sunny
5933,2013-01-28,1,Patchy rain possible
5934,2013-01-21,1,Overcast
5935,2013-01-10,4,Partly cloudy
5936,2013-01-31,4,Overcast
5937,2013-01-21,1,Overcast
5938,2013-01-19,6,Overcast
5939,2013-01-19,6,Overcast
5940,2013-01-19,6,Overcast
5941,2013-01-19,6,Cloudy
5942,2013-01-19,6,Overcast
5943,2013-01-25,5,Light freezing rain
5944,2013-01-01,2,Sunny
5945,2013-01-02,3,Sunny
5946,2013-01-04,5,Sunny
5947,2013-01-09,3,Sunny
5948,2013-01-06,7,Partly cloudy
5949,2013-01-07,1,Sunny
5950,2013-01-08,2,Sunny
5951,2013-01-03,4,Cloudy
5952,2013-01-19,6,Overcast
5953,2013-01-19,6,Overcast
5954,2013-01-03,4,Overcast
5955,2013-01-04,5,Sunny
5956,2013-01-02,3,Sunny
5957,2013-01-31,4,Overcast
5958,2013-01-30,3,Patchy rain possible
5959,2013-01-29,2,Moderate or heavy rain shower
5960,2013-01-24,4,Partly cloudy
5961,2013-01-20,7,Clear
5962,2013-01-15,2,Sunny
5963,2013-01-15,2,Sunny
5964,2013-01-15,2,Sunny
5965,2013-01-15,2,Sunny
5966,2013-01-15,2,Sunny
5967,2013-01-15,2,Sunny
5968,2013-01-11,5,Patchy rain possible
5969,2013-01-19,6,Overcast
5970,2013-01-19,6,Cloudy
5971,2013-01-19,6,Overcast
5972,2013-01-19,6,Overcast
5973,2013-01-28,1,Patchy rain possible
5974,2013-01-28,1,Patchy rain possible
5975,2013-01-28,1,Cloudy
5976,2013-01-28,1,Overcast
5977,2013-01-31,4,Overcast
5978,2013-01-27,7,Partly cloudy
5979,2013-01-30,3,Patchy rain possible
5980,2013-01-30,3,Patchy rain possible
5981,2013-01-02,3,Sunny
5982,2013-01-03,4,Overcast
5983,2013-01-08,2,Sunny
5984,2013-01-04,5,Sunny
5985,2013-01-03,4,Cloudy
5986,2013-01-05,6,Patchy rain possible
5987,2013-01-06,7,Partly cloudy
5988,2013-01-09,3,Sunny
5989,2013-01-08,2,Partly cloudy
5990,2013-01-07,1,Sunny
5991,2013-01-05,6,Partly cloudy
5992,2013-01-04,5,Sunny
5993,2013-01-09,3,Sunny
5994,2013-01-26,6,Sunny
5995,2013-01-28,1,Overcast
5996,2013-01-24,4,Partly cloudy
5997,2013-01-27,7,Moderate snow
5998,2013-01-29,2,Moderate or heavy rain shower
5999,2013-01-06,7,Overcast
6000,2013-01-10,4,Partly cloudy
6001,2013-01-12,6,Partly cloudy
6002,2013-01-11,5,Patchy rain possible
6003,2013-01-13,7,Overcast
6004,2013-01-14,1,Sunny
6005,2013-01-13,7,Partly cloudy
6006,2013-01-12,6,Partly cloudy
6007,2013-01-14,1,Sunny
6008,2013-01-11,5,Cloudy
6009,2013-01-17,4,Sunny
6010,2013-01-07,1,Sunny
6011,2013-01-08,2,Sunny
6012,2013-01-09,3,Sunny
6013,2013-01-10,4,Partly cloudy
6014,2013-01-11,5,Cloudy
6015,2013-01-12,6,Overcast
6016,2013-01-03,4,Partly cloudy
6017,2013-01-04,5,Clear
6018,2013-01-06,7,Clear
6019,2013-01-07,1,Clear
6020,2013-01-08,2,Cloudy
6021,2013-01-24,4,Partly cloudy
6022,2013-01-25,5,Overcast
6023,2013-01-27,7,Moderate or heavy snow showers
6024,2013-01-28,1,Cloudy
6025,2013-01-29,2,Moderate or heavy rain shower
6026,2013-01-13,7,Overcast
6027,2013-01-14,1,Sunny
6028,2013-01-15,2,Partly cloudy
6029,2013-01-16,3,Sunny
6030,2013-01-17,4,Sunny
6031,2013-01-18,5,Partly cloudy
6032,2013-01-09,3,Clear
6033,2013-01-10,4,Moderate rain at times
6034,2013-01-11,5,Partly cloudy
6035,2013-01-12,6,Partly cloudy
6036,2013-01-13,7,Cloudy
6037,2013-01-14,1,Clear
6038,2013-01-31,4,Overcast
6039,2013-01-19,6,Overcast
6040,2013-01-20,7,Cloudy
6041,2013-01-21,1,Partly cloudy
6042,2013-01-22,2,Sunny
6043,2013-01-23,3,Overcast
6044,2013-01-24,4,Overcast
6045,2013-01-15,2,Clear
6046,2013-01-16,3,Overcast
6047,2013-01-17,4,Clear
6048,2013-01-18,5,Clear
6049,2013-01-19,6,Clear
6050,2013-01-20,7,Clear
6051,2013-01-06,7,Overcast
6052,2013-01-01,2,Sunny
6053,2013-01-02,3,Sunny
6054,2013-01-03,4,Cloudy
6055,2013-01-18,5,Partly cloudy
6056,2013-01-26,6,Sunny
6057,2013-01-17,4,Sunny
6058,2013-01-15,2,Partly cloudy
6059,2013-01-16,3,Sunny
6060,2013-01-14,1,Sunny
6061,2013-01-11,5,Cloudy
6062,2013-01-12,6,Overcast
6063,2013-01-01,2,Sunny
6064,2013-01-01,2,Cloudy
6065,2013-01-03,4,Overcast
6066,2013-01-04,5,Sunny
6067,2013-01-05,6,Partly cloudy
6068,2013-01-06,7,Overcast
6069,2013-01-25,5,Partly cloudy
6070,2013-01-27,7,Moderate snow
6071,2013-01-28,1,Overcast
6072,2013-01-29,2,Moderate or heavy rain shower
6073,2013-01-30,3,Patchy rain possible
6074,2013-01-31,4,Overcast
6075,2013-01-10,4,Sunny
6076,2013-01-11,5,Patchy rain possible
6077,2013-01-13,7,Overcast
6078,2013-01-14,1,Sunny
6079,2013-01-04,5,Sunny
6080,2013-01-04,5,Sunny
6081,2013-01-02,3,Sunny
6082,2013-01-01,2,Sunny
6083,2013-01-12,6,Overcast
6084,2013-01-02,3,Sunny
6085,2013-01-02,3,Sunny
6086,2013-01-01,2,Sunny
6087,2013-01-12,6,Partly cloudy
6088,2013-01-25,5,Sunny
6089,2013-01-24,4,Overcast
6090,2013-01-09,3,Sunny
6091,2013-01-19,6,Overcast
6092,2013-01-02,3,Clear
6093,2013-01-16,3,Sunny
6094,2013-01-17,4,Sunny
6095,2013-01-18,5,Partly cloudy
6096,2013-01-20,7,Sunny
6097,2013-01-21,1,Overcast
6098,2013-01-22,2,Partly cloudy
6099,2013-01-21,1,Overcast
